,name,mission_area,science_topic,date,lat_n,lon_w,lat_s,lon_e,visits
216,architect ubiquitous systems,Regional Offices,Climatology,1987-03-16,47.76232,-122.2054,35.02217407003226,-121.81587628980755,259
217,incubate clicks-and-mortar architectures,Core Sience Systems,Geomorphology,2011-05-07,27.71809,-82.35176,8.589534122398796,-69.65619812675779,117
218,iterate extensible technologies,Regional Offices,Geochemistry,1978-10-15,39.00622,-77.4286,26.26510785346045,-64.13486283619909,343
219,leverage revolutionary infrastructures,Environmental Health,Forestry,1973-01-21,41.75338,-86.11084,28.37402855835773,-66.63919081644525,394
220,expedite compelling web services,Ecosystems,Environmental Health,1995-10-05,37.95143,-91.77127,26.66063298579098,-82.59026547001028,424
221,target integrated e-business,Environmental Health,Hydrology,2016-01-24,37.73604,-120.93549,18.715322808168892,-105.59297362641485,339
222,transition collaborative vortals,Ecosystems,Marine Geology,1990-07-24,31.84568,-102.36764,12.876034344675038,-94.65802296257782,3
223,synthesize enterprise interfaces,Core Sience Systems,Forestry,1999-02-13,44.27804,-88.27205,32.080552455788435,-80.17697460675055,411
224,innovate cross-media portals,Natural Hazards,Geomorphology,2007-08-04,45.49428,-122.86705,30.667763408793654,-108.38819203850109,263
225,synergize scalable synergies,Regional Offices,Wildlife Biology,2002-08-09,39.43534,-84.20299,25.379113808964334,-66.20788302189146,297
226,synergize customized platforms,Water Resources,Remote Sensing,1980-07-21,46.32374,-120.00865,26.673791200717204,-102.94490208867924,53
227,target innovative info-mediaries,Core Sience Systems,Land Use Change,1984-07-25,40.63316,-74.13653,23.578606484947585,-64.5092401360241,120
228,seize B2B partnerships,Land Resources,Geography,2002-12-18,35.61452,-88.81395,33.07740731457827,-75.25115453149581,261
229,evolve cutting-edge systems,Environmental Health,Environmental Health,1970-01-30,43.54072,-116.56346,28.335399203028565,-100.0392929100711,234
230,benchmark impactful architectures,Water Resources,Information Sciences,2009-11-21,41.16704,-73.20483,37.705864320604846,-60.13467464259624,363
231,transition collaborative technologies,Energy and Minerals,Geography,1992-10-12,34.14251,-118.25508,17.1713818875499,-99.45536446489226,486
232,aggregate dot-com niches,Water Resources,Geomorphology,2006-08-26,31.12406,-97.90308,17.553521180617054,-94.39254620371355,113
233,target B2C ROI,Water Resources,Geomorphology,1986-08-09,33.45122,-86.99666,29.239040467751146,-86.87042303184276,291
234,integrate vertical markets,Land Resources,Information Sciences,2010-03-23,33.03699,-117.29198,23.853340949852914,-109.26591784754808,345
235,synthesize value-added metrics,Natural Hazards,Geomorphology,1987-11-27,30.5427,-97.54667,26.338349775822216,-79.9161682251463,169
236,re-contextualize virtual systems,Land Resources,Ecology,2018-10-15,45.0408,-93.263,26.85059607800202,-83.66229903296926,330
237,maximize world-class e-commerce,Energy and Minerals,Ecology,1994-08-24,42.16808,-88.42814,23.92043287761353,-73.21849239381018,66
238,deploy synergistic e-tailers,Ecosystems,Environmental Health,1976-11-01,36.61033,-88.31476,22.564468785703745,-87.37899119303178,351
239,empower end-to-end networks,Core Sience Systems,Forestry,2013-05-05,42.52787,-70.92866,35.357715889001,-54.32002906279828,489
240,maximize interactive applications,Natural Hazards,Aquatic Biology,1980-09-16,42.7392,-84.62081,39.27511636007184,-83.99305047283656,353
241,enable front-end users,Environmental Health,Seismology,1990-02-15,37.60876,-77.37331,34.53082763832362,-77.05651048839337,466
242,re-contextualize B2B e-tailers,Core Sience Systems,Soil Sciences,1970-01-26,41.66394,-83.55521,32.09535166807554,-78.1107861366684,468
243,re-intermediate next-generation eyeballs,Environmental Health,Geography,2015-03-13,40.81,-73.9625,33.07772396041875,-56.57226493751456,120
244,incubate mission-critical experiences,Energy and Minerals,Planetary Sciences,1971-04-17,42.7392,-84.62081,35.936951623769716,-71.10782036019793,332
245,productize clicks-and-mortar supply-chains,Regional Offices,Genetics,2005-09-19,42.55308,-87.93341,22.725872156406325,-73.42050093807447,494
246,brand 24/365 paradigms,Energy and Minerals,Geochemistry,2002-09-22,32.5007,-94.74049,16.87759372782152,-77.47379021815556,399
247,incentivize leading-edge portals,Regional Offices,Land Use Change,1976-08-25,37.73604,-120.93549,30.833785246875767,-113.98214473744486,466
248,disintermediate transparent web services,Water Resources,Geography,1990-10-14,43.16547,-77.70066,36.70738564697642,-64.31331936940197,245
249,repurpose back-end eyeballs,Regional Offices,Mineral Resources,1991-04-07,26.91756,-82.07842,20.006261413457075,-81.32472843546938,274
250,drive bricks-and-clicks ROI,Land Resources,Mineral Resources,1994-04-12,45.16024,-93.08883,39.89453917011673,-79.04624720203992,455
251,mesh bricks-and-clicks systems,Core Sience Systems,Land Use Change,2011-07-01,33.44872,-86.78777,13.79515776804261,-72.98851337028465,451
252,target end-to-end interfaces,Natural Hazards,Botany,1980-02-04,37.73604,-120.93549,34.96821446977463,-115.92929811903097,209
253,strategize frictionless solutions,Natural Hazards,Volcanology,2019-05-05,34.25628,-78.04471,16.910826694928552,-67.44665538341225,296
254,strategize clicks-and-mortar synergies,Core Sience Systems,Forestry,2017-04-06,42.97086,-82.42491,28.66171262881493,-63.868151086588824,178
255,brand B2C markets,Energy and Minerals,Energy Resources,1983-05-19,34.77453,-96.67834,24.244596977773387,-80.86317227435948,248
256,aggregate back-end niches,Environmental Health,Geophysics,1980-05-06,33.7207,-116.21677,22.994792806528736,-100.69167065409172,182
257,disintermediate bleeding-edge vortals,Environmental Health,Remote Sensing,2012-01-05,41.50343,-74.01042,30.344453851921525,-67.53222146968196,13
258,utilize enterprise experiences,Land Resources,Botany,2001-10-11,36.61033,-88.31476,16.898554022105014,-85.60078069348442,152
259,deliver B2B e-commerce,Energy and Minerals,Geography,1995-12-16,41.0051,-73.78458,24.75385165249104,-58.63202249750344,179
260,optimize collaborative e-services,Natural Hazards,Planetary Sciences,1990-05-30,42.93369,-72.27814,42.364243653116475,-61.8874111325917,362
261,architect B2C schemas,Land Resources,Botany,1997-01-24,28.54944,-81.77285,14.538193343670216,-65.49228921033176,16
262,aggregate mission-critical architectures,Energy and Minerals,Seismology,2009-06-13,44.73941,-93.12577,26.81813255276576,-73.45911136642357,170
263,monetize best-of-breed architectures,Land Resources,Energy Resources,2006-11-17,39.43534,-84.20299,27.26275351005113,-81.9284574223015,246
264,leverage B2C e-tailers,Natural Hazards,Aquatic Biology,2016-12-16,41.72059,-87.70172,28.811559788616805,-73.70876209925014,489
265,harness best-of-breed schemas,Core Sience Systems,Forestry,1987-02-15,42.52787,-70.92866,35.8166055023872,-54.310380663215945,45
266,optimize holistic functionalities,Water Resources,Volcanology,2006-09-03,34.95303,-120.43572,22.71814536437416,-110.44210648542351,139
267,engage 24/365 e-markets,Core Sience Systems,Soil Sciences,2002-04-19,45.53929,-122.38731,44.63044114061462,-102.74908229233617,24
268,enhance revolutionary e-business,Water Resources,Marine Geology,2003-07-18,40.72816,-74.07764,38.15400811324242,-70.40989939456747,399
269,leverage one-to-one methodologies,Natural Hazards,Environmental Health,1996-07-07,47.64995,-117.23991,40.13614453183049,-110.3615911476551,188
270,unleash vertical metrics,Ecosystems,Volcanology,1987-09-02,28.90054,-81.26367,12.77072995931153,-64.66932007432885,446
271,syndicate extensible e-tailers,Energy and Minerals,Forestry,1981-01-16,43.1009,-75.23266,37.92023359913193,-72.9543964684288,486
272,monetize mission-critical infrastructures,Energy and Minerals,Wildlife Disease,1983-09-13,47.38093,-122.23484,41.26311292942636,-119.10037454165231,84
273,iterate out-of-the-box systems,Energy and Minerals,Genetics,1997-07-04,40.2737,-76.88442,34.855710891025986,-59.10216766958535,264
274,revolutionize B2C functionalities,Regional Offices,Aquatic Biology,1995-11-10,45.49428,-122.86705,30.086569513241386,-108.90862835974511,68
275,integrate mission-critical applications,Regional Offices,Seismology,1999-04-17,46.32374,-120.00865,38.92134706143987,-115.43010883784382,464
276,orchestrate seamless models,Core Sience Systems,Soil Sciences,1975-02-04,41.84364,-87.71255,35.35850870615741,-68.43758076245493,355
277,harness plug-and-play experiences,Regional Offices,Energy Resources,1982-04-25,30.17746,-81.38758,19.27692938176338,-81.12485298329585,361
278,deploy end-to-end infrastructures,Energy and Minerals,Planetary Sciences,1989-09-29,40.93121,-73.89875,39.506582681936884,-66.13737968354845,184
279,orchestrate synergistic channels,Land Resources,Planetary Sciences,2012-12-18,25.67927,-80.31727,12.509928456828167,-65.44840895216565,180
280,matrix mission-critical schemas,Core Sience Systems,Marine Geology,2016-08-22,34.95303,-120.43572,17.556530345192932,-113.48543512902967,8
281,syndicate interactive applications,Land Resources,Hydrology,1991-08-06,33.95015,-118.03917,14.610232983945473,-100.36851843583202,234
282,incubate revolutionary infrastructures,Core Sience Systems,Ecology,1984-06-09,35.88264,-80.08199,33.28867848593928,-62.96080615437738,5
283,seize magnetic e-services,Core Sience Systems,Remote Sensing,2013-05-09,41.6764,-91.58045,38.79770758656624,-91.46443799128376,108
284,exploit e-business technologies,Ecosystems,Remote Sensing,2014-09-08,40.82232,-74.15987,28.419014748037284,-55.60410091951948,163
285,transform killer partnerships,Environmental Health,Genetics,1993-11-12,40.56754,-89.64066,22.53845400462766,-71.76705168094388,330
286,synthesize bricks-and-clicks e-tailers,Land Resources,Mineral Resources,1990-04-24,33.50921,-111.89903,21.615193964243026,-93.51293999009437,175
287,envisioneer integrated eyeballs,Energy and Minerals,Geomorphology,2018-02-21,44.27804,-88.27205,42.013173052059315,-77.31105811107521,419
288,envisioneer vertical functionalities,Regional Offices,Genetics,2012-07-21,31.84568,-102.36764,22.581495016246354,-84.49794259397686,5
289,grow bleeding-edge markets,Energy and Minerals,Wildlife Disease,1998-09-30,39.32288,-76.72803,27.532628608191686,-59.23436042070843,284
290,streamline back-end metrics,Core Sience Systems,Energy Resources,1994-10-25,42.93369,-72.27814,26.238146325378004,-56.959461111769535,356
291,envisioneer bleeding-edge applications,Land Resources,Marine Geology,1976-08-14,38.17492,-122.2608,27.085789007558695,-109.98446301521662,394
292,engineer 24/7 channels,Natural Hazards,Planetary Sciences,1998-01-22,32.35126,-95.30106,18.087188688055708,-87.47192554170604,79
293,embrace 24/365 web-readiness,Land Resources,Climatology,1978-01-10,39.78504,-85.76942,31.36140422984231,-73.06133749213036,370
294,redefine interactive paradigms,Natural Hazards,Aquatic Biology,1998-10-17,40.82232,-74.15987,29.83807755672916,-63.00369445377786,48
295,scale efficient systems,Energy and Minerals,Geophysics,1972-05-11,27.71809,-82.35176,8.86698657571317,-76.11082503237161,369
296,iterate wireless metrics,Energy and Minerals,Land Use Change,1978-02-08,41.16704,-73.20483,29.040841512100258,-53.35661013896991,80
297,evolve visionary mindshare,Ecosystems,Volcanology,1988-03-31,34.09668,-117.71978,22.672130858007446,-117.35665439638576,459
298,iterate transparent networks,Core Sience Systems,Environmental Health,1978-01-25,27.09978,-82.45426,17.29846780380472,-79.59893554154361,150
299,morph one-to-one communities,Natural Hazards,Wildlife Biology,2000-07-03,37.73604,-120.93549,25.82549755748036,-103.59038540425301,462
300,exploit cutting-edge deliverables,Water Resources,Environmental Health,1981-12-09,39.32288,-76.72803,29.0035135294428,-67.15035797908914,124
301,re-intermediate 24/365 e-tailers,Water Resources,Hydrology,1977-11-13,30.16688,-96.39774,12.479338581103065,-96.16534398375475,132
302,aggregate out-of-the-box metrics,Environmental Health,Soil Sciences,1985-10-22,40.56754,-89.64066,24.792410571800435,-87.44670829920874,139
303,expedite leading-edge methodologies,Energy and Minerals,Environmental Health,1990-02-27,47.38093,-122.23484,32.066306939566005,-112.66389598062513,496
304,target e-business web-readiness,Ecosystems,Seismology,2012-11-29,40.68066,-73.47429,24.17227722170977,-66.07329060576933,103
305,reinvent efficient methodologies,Core Sience Systems,Soil Sciences,1972-09-04,27.71809,-82.35176,14.309822633049368,-62.93721450806439,466
306,aggregate global supply-chains,Core Sience Systems,Volcanology,2012-07-15,28.15112,-82.46148,22.066807593473584,-77.25993279825607,273
307,leverage killer schemas,Land Resources,Planetary Sciences,1984-02-14,33.35283,-111.78903,13.633342125564198,-92.821445839093,385
308,unleash B2B communities,Ecosystems,Geography,1986-03-05,34.95303,-120.43572,23.623450705026798,-111.31842357590449,65
309,enhance sticky applications,Environmental Health,Geomorphology,1972-05-11,33.93113,-117.54866,30.388135151553836,-114.94055343863862,492
310,leverage innovative ROI,Water Resources,Remote Sensing,1989-09-02,40.67705,-73.89125,30.131737055018746,-61.73044399105903,161
311,syndicate next-generation e-services,Energy and Minerals,Wildlife Disease,2014-06-20,40.2737,-76.88442,26.692799529442382,-61.22216944936293,192
312,integrate 24/7 bandwidth,Environmental Health,Botany,2017-10-27,32.9156,-117.14392,32.7025566170135,-111.23753231798524,137
313,incubate robust e-commerce,Natural Hazards,Genetics,2013-04-17,41.8542,-87.66561,37.87260685325569,-68.3547944228011,203
314,transition seamless functionalities,Land Resources,Geophysics,1975-01-18,32.5007,-94.74049,20.148763237160665,-81.69173257357204,467
315,monetize integrated networks,Core Sience Systems,Botany,2018-12-26,42.16808,-88.42814,25.919743587174857,-86.09649322167708,351
316,maximize 24/365 niches,Regional Offices,Geomorphology,1993-10-10,33.45122,-86.99666,32.46226207327442,-68.55907595040529,93
317,strategize vertical methodologies,Natural Hazards,Planetary Sciences,2009-10-12,29.84576,-90.10674,21.468379918984986,-86.10116077883112,135
318,synthesize end-to-end methodologies,Natural Hazards,Genetics,2005-09-03,40.24537,-75.64963,30.090012458190966,-60.68941906882555,151
319,morph bricks-and-clicks niches,Ecosystems,Volcanology,2004-01-01,40.65538,-74.38987,34.4664989033779,-55.55510507205388,91
320,reinvent cross-platform experiences,Water Resources,Marine Geology,1984-03-25,43.1009,-75.23266,27.32491911549277,-62.87101402576516,248
321,exploit clicks-and-mortar markets,Regional Offices,Geography,1997-07-27,40.94065,-73.99681,34.78950365495158,-56.19354582202314,393
322,benchmark world-class bandwidth,Regional Offices,Remote Sensing,1991-07-03,39.72943,-104.83192,27.804043709424768,-89.56593726689061,280
323,brand viral metrics,Ecosystems,Geomorphology,1986-04-24,47.92526,-97.03285,32.35322930580544,-92.52067788995421,462
324,drive best-of-breed partnerships,Environmental Health,Seismology,1974-11-09,41.84364,-87.71255,34.022334412282284,-69.18036436339034,313
325,benchmark holistic users,Land Resources,Climatology,1973-03-24,41.9001,-71.08977,40.867252105751795,-53.270766224551934,378
326,benchmark mission-critical ROI,Energy and Minerals,Land Use Change,1996-06-05,42.24113,-88.3162,27.801118597182537,-81.49380998306626,247
327,aggregate visionary paradigms,Environmental Health,Geomorphology,1976-02-26,41.0051,-73.78458,38.55523447090144,-71.50987974290139,140
328,drive end-to-end methodologies,Energy and Minerals,Land Use Change,1997-11-28,44.99012,-123.02621,43.31745409682899,-111.83383173987889,12
329,exploit plug-and-play niches,Environmental Health,Information Sciences,2002-05-06,28.15112,-82.46148,12.267927030178406,-67.80461285639205,472
330,evolve rich methodologies,Core Sience Systems,Hydrology,2014-05-31,41.85059,-87.882,23.331013148911754,-74.08960365731113,37
331,whiteboard rich markets,Land Resources,Wildlife Disease,1974-03-05,40.82232,-74.15987,21.34531118153106,-73.92377486851088,29
332,enable holistic content,Environmental Health,Geography,2020-03-01,37.95143,-91.77127,20.28865615452718,-82.7910014032301,111
333,mesh out-of-the-box bandwidth,Land Resources,Hydrology,1975-07-07,40.67705,-73.89125,36.72203434160105,-61.32261007925547,166
334,aggregate enterprise e-markets,Ecosystems,Planetary Sciences,2010-11-06,39.45621,-77.96389,27.986902109428865,-70.03996669788738,73
335,engineer integrated eyeballs,Water Resources,Energy Resources,2012-10-26,39.09112,-94.41551,24.92130439713157,-86.42625724439674,359
336,embrace intuitive platforms,Energy and Minerals,Genetics,1996-01-30,41.6764,-91.58045,22.831660612428674,-84.57931861597798,461
337,repurpose dynamic schemas,Ecosystems,Remote Sensing,1996-03-19,41.72059,-87.70172,40.85221593311069,-73.6736859276868,31
338,streamline e-business initiatives,Regional Offices,Geography,2003-12-19,41.6764,-91.58045,31.366984082026384,-77.44220638008335,316
339,disintermediate proactive deliverables,Ecosystems,Remote Sensing,2007-10-28,42.24113,-88.3162,26.37874400588342,-78.71627899899588,453
340,grow e-business relationships,Environmental Health,Marine Geology,2005-04-03,36.20829,-115.98391,16.862713487664166,-99.1832188000796,178
341,scale back-end schemas,Natural Hazards,Ecology,1986-07-29,32.9156,-117.14392,13.890860920921568,-107.65257489083712,308
342,iterate mission-critical networks,Natural Hazards,Planetary Sciences,1981-12-14,40.5576,-74.28459,37.881978369214465,-61.1944537209123,321
343,aggregate distributed action-items,Environmental Health,Wildlife Disease,1998-12-07,39.96097,-75.60804,21.500776334648435,-68.08070751734206,441
344,transition turn-key eyeballs,Environmental Health,Volcanology,2005-08-08,38.06084,-97.92977,24.996817822117848,-86.57572060232357,12
345,aggregate 24/7 users,Energy and Minerals,Planetary Sciences,2004-06-16,41.24255,-82.61573,39.17716446164026,-72.25621699546238,229
346,orchestrate proactive e-commerce,Environmental Health,Remote Sensing,2019-12-26,43.16547,-77.70066,28.738380013687337,-74.96938129175378,460
347,benchmark ubiquitous relationships,Core Sience Systems,Environmental Health,2002-04-13,34.06635,-84.67837,24.818970806939053,-83.42491907667251,121
348,transform real-time convergence,Energy and Minerals,Remote Sensing,1973-06-18,36.02506,-86.77917,33.50456294041029,-72.02653391977485,149
349,facilitate leading-edge web-readiness,Energy and Minerals,Genetics,2017-10-01,27.71809,-82.35176,21.712805997391204,-75.82075072564031,294
350,monetize viral paradigms,Environmental Health,Wildlife Disease,2003-08-15,33.35283,-111.78903,30.179334911934745,-108.32934708600995,422
351,reinvent web-enabled portals,Core Sience Systems,Planetary Sciences,1991-09-01,29.65163,-82.32483,26.158273684865087,-77.2069611319871,442
352,grow vertical e-markets,Energy and Minerals,Geography,2000-10-20,38.96372,-76.99081,28.170074097709588,-71.89072684124025,351
353,cultivate revolutionary e-commerce,Water Resources,Climatology,1982-01-27,46.32374,-120.00865,34.88409239700178,-113.46222313204105,15
354,brand cross-media initiatives,Regional Offices,Geomorphology,1978-01-29,33.08014,-83.2321,25.403784791720685,-77.98596291721346,390
355,grow world-class applications,Natural Hazards,Hydrology,1999-03-20,44.99012,-123.02621,33.66517793978469,-111.69491894566374,213
356,benchmark compelling schemas,Core Sience Systems,Wildlife Biology,2013-02-14,36.02506,-86.77917,23.89111665828402,-76.52067299222861,146
357,leverage enterprise partnerships,Ecosystems,Geomorphology,2008-11-18,33.45122,-86.99666,25.07975897156883,-71.82034834390636,290
358,disintermediate 24/7 portals,Water Resources,Hydrology,2004-11-05,44.99012,-123.02621,36.95315398340132,-104.33602934152648,374
359,whiteboard compelling e-commerce,Regional Offices,Marine Geology,2007-10-23,41.72059,-87.70172,38.48983565686322,-83.24398350102278,81
360,mesh web-enabled markets,Regional Offices,Geochemistry,1977-12-29,41.24255,-82.61573,29.88377860042649,-78.88744614630669,36
361,visualize dynamic ROI,Environmental Health,Genetics,2007-10-06,33.03699,-117.29198,19.11368649018904,-99.61033968994236,463
362,seize user-centric partnerships,Regional Offices,Marine Geology,1973-05-04,40.82232,-74.15987,24.506784850736793,-66.59546112760412,400
363,grow clicks-and-mortar web services,Ecosystems,Geography,2016-03-27,34.77453,-96.67834,19.53497682675323,-90.1903101246649,255
364,empower visionary mindshare,Environmental Health,Aquatic Biology,2005-01-30,40.24537,-75.64963,27.680509408518606,-61.10398050723977,497
365,streamline best-of-breed users,Energy and Minerals,Genetics,2011-08-17,42.7392,-84.62081,38.97057814080047,-84.47386325484479,281
366,generate bleeding-edge methodologies,Ecosystems,Environmental Health,2015-04-08,34.25807,-88.70464,18.203923464159832,-77.35742996425506,203
367,deliver vertical channels,Environmental Health,Soil Sciences,1997-02-04,40.5576,-74.28459,36.108758020227015,-72.71708864704549,51
368,incubate global deliverables,Water Resources,Environmental Health,1989-02-09,35.05266,-78.87836,26.026664415283797,-78.5599803520455,380
369,re-contextualize killer networks,Energy and Minerals,Genetics,1970-03-01,47.38093,-122.23484,41.53923010154136,-110.55848975456726,441
370,harness cross-media metrics,Regional Offices,Geochemistry,1984-05-01,42.30865,-83.48216,32.258659439007744,-70.7624064073205,304
371,streamline clicks-and-mortar markets,Regional Offices,Seismology,2014-02-19,33.41012,-91.06177,21.15967179512746,-86.31251687631216,364
372,engage front-end e-business,Core Sience Systems,Genetics,1978-01-15,38.06084,-97.92977,24.50004476945395,-86.35112737099543,188
373,integrate front-end models,Water Resources,Soil Sciences,1974-06-24,38.54491,-121.74052,34.069832634760246,-119.35101875600886,133
374,grow cross-platform niches,Energy and Minerals,Environmental Health,2016-12-02,32.52515,-93.75018,14.92032864123626,-81.1668191595307,55
375,integrate rich channels,Regional Offices,Genetics,1978-03-28,38.06084,-97.92977,29.0669355075564,-90.4293847490876,459
376,orchestrate viral schemas,Environmental Health,Land Use Change,1985-01-16,33.54428,-84.23381,25.70478463600721,-70.53612841498023,450
377,expedite killer vortals,Energy and Minerals,Wildlife Disease,1994-06-05,31.12406,-97.90308,22.905236163069056,-90.8486456237797,342
378,embrace transparent methodologies,Energy and Minerals,Climatology,2011-07-15,26.91756,-82.07842,9.44501127566079,-76.0508326139138,402
379,orchestrate end-to-end portals,Regional Offices,Forestry,2010-11-21,33.50921,-111.89903,18.641418611972767,-102.01762187466717,58
380,incubate extensible functionalities,Energy and Minerals,Geomorphology,1987-10-20,35.88264,-80.08199,31.244483060412275,-62.85183821634378,372
381,facilitate robust networks,Water Resources,Marine Geology,1983-04-29,36.91023,-121.75689,34.56213953530366,-116.82885429732785,41
382,enable turn-key deliverables,Regional Offices,Forestry,2016-04-20,40.65538,-74.38987,24.302395878481846,-63.03729036588477,361
383,syndicate viral infrastructures,Water Resources,Geography,1997-12-30,42.93369,-72.27814,24.80352138783528,-63.4079687767098,100
384,orchestrate seamless models,Land Resources,Hydrology,2012-01-30,45.53929,-122.38731,34.853570077708454,-108.21929892935148,168
385,implement best-of-breed portals,Land Resources,Botany,1991-01-09,36.02506,-86.77917,30.114980496646304,-83.15935742033578,174
386,seize enterprise mindshare,Land Resources,Marine Geology,2010-10-22,32.44874,-99.73314,29.414244590939077,-88.83408870707413,333
387,harness 24/7 paradigms,Ecosystems,Wildlife Biology,2020-03-30,27.71809,-82.35176,21.31772698886817,-71.1136120803622,101
388,enhance front-end technologies,Regional Offices,Forestry,1973-05-17,42.97086,-82.42491,38.21665930008206,-79.02325767495086,400
389,incentivize robust architectures,Environmental Health,Hydrology,1979-03-08,26.68451,-80.66756,18.24958824861639,-64.924962217989,352
390,incubate collaborative synergies,Environmental Health,Genetics,1989-02-09,42.97086,-82.42491,40.274900911100296,-62.98167915307988,360
391,envisioneer bricks-and-clicks functionalities,Energy and Minerals,Land Use Change,1970-09-08,41.9001,-71.08977,29.996913078798045,-62.39845892490344,186
392,cultivate user-centric schemas,Core Sience Systems,Energy Resources,1982-02-09,47.64995,-117.23991,30.348999590086258,-115.90195732682076,418
393,redefine dot-com action-items,Core Sience Systems,Wildlife Biology,1974-04-06,33.03699,-117.29198,24.291788753497265,-111.91970156643515,5
394,strategize web-enabled convergence,Energy and Minerals,Soil Sciences,2005-07-29,40.56754,-89.64066,22.546570979872136,-76.87729206387733,224
395,streamline proactive e-markets,Land Resources,Remote Sensing,1989-01-11,37.71715,-122.40433,37.34721810420798,-110.49192686648811,155
396,disintermediate efficient web-readiness,Environmental Health,Botany,1976-05-24,32.52515,-93.75018,19.707194367874244,-74.48087069906111,172
397,engage sticky info-mediaries,Ecosystems,Mineral Resources,1985-11-22,45.16024,-93.08883,34.93463971542528,-81.73704532188862,57
398,empower efficient synergies,Environmental Health,Aquatic Biology,1990-12-05,45.16024,-93.08883,44.78784580630435,-78.79183318390858,487
399,mesh killer e-business,Energy and Minerals,Geochemistry,2005-09-04,38.58894,-89.99038,21.316227325862187,-84.91372547470674,346
400,mesh revolutionary applications,Land Resources,Seismology,2004-05-16,34.14251,-118.25508,25.24296555154605,-104.81198242929474,143
401,re-intermediate customized synergies,Regional Offices,Land Use Change,1986-02-20,32.44874,-99.73314,18.76838174336232,-98.08467157224624,66
402,productize cross-media convergence,Energy and Minerals,Geography,2011-10-30,34.09611,-118.10583,28.25703205556164,-112.1416212995542,391
403,embrace cutting-edge schemas,Water Resources,Ecology,1989-04-12,35.61452,-88.81395,33.54908474832353,-84.07368352042329,61
404,grow revolutionary experiences,Ecosystems,Wildlife Disease,1999-10-01,29.65163,-82.32483,20.299168691180583,-63.11515285716753,139
405,incentivize impactful convergence,Natural Hazards,Forestry,2002-11-19,36.02506,-86.77917,23.702421323793715,-81.99233406668026,418
406,syndicate wireless vortals,Natural Hazards,Ecology,1994-10-07,27.09978,-82.45426,8.24639513665958,-73.71021896713407,251
407,optimize world-class channels,Core Sience Systems,Information Sciences,2013-08-14,41.8542,-87.66561,33.84185370172772,-82.29090197008941,441
408,revolutionize robust synergies,Energy and Minerals,Environmental Health,2015-07-06,47.92526,-97.03285,44.24264924377215,-81.79937797616049,178
409,extend out-of-the-box experiences,Land Resources,Geography,2005-12-31,32.42067,-104.22884,26.385457299640446,-93.97203010033965,220
410,envisioneer open-source e-tailers,Land Resources,Environmental Health,2001-01-26,41.24255,-82.61573,29.405441920155695,-64.16548180712368,275
411,reinvent world-class web-readiness,Natural Hazards,Botany,2014-06-03,42.93369,-72.27814,39.099173618142636,-71.44844903429285,4
412,incentivize viral technologies,Energy and Minerals,Forestry,1984-08-01,41.47892,-87.45476,21.963919069245108,-81.8313032819269,33
413,revolutionize extensible applications,Natural Hazards,Geochemistry,1973-10-03,29.53885,-95.44744,20.390525852836618,-82.58617325718903,397
414,syndicate plug-and-play web-readiness,Land Resources,Geomorphology,2012-09-06,41.66394,-83.55521,37.59022975479584,-76.83932521848921,217
415,innovate leading-edge info-mediaries,Water Resources,Seismology,2005-06-18,40.93121,-73.89875,28.228681340857207,-59.63189892131022,117
416,harness cutting-edge platforms,Ecosystems,Geophysics,2020-01-23,34.95303,-120.43572,17.553806156407113,-102.15177515928622,282
417,incubate enterprise paradigms,Land Resources,Remote Sensing,1999-07-04,30.16688,-96.39774,25.646603835115275,-82.98265349860964,213
418,synergize value-added functionalities,Water Resources,Information Sciences,1970-04-30,33.41012,-91.06177,32.089716355366704,-76.10568060914656,153
419,productize bleeding-edge e-markets,Energy and Minerals,Seismology,2007-02-11,34.21639,-119.0376,32.61273262920704,-99.34643506808733,64
420,orchestrate scalable markets,Ecosystems,Climatology,1970-02-09,35.61452,-88.81395,33.24800953521578,-78.708403884441,450
421,maximize virtual metrics,Ecosystems,Aquatic Biology,1995-12-16,39.78504,-85.76942,27.458446406801436,-75.62598919107339,201
422,deliver killer metrics,Energy and Minerals,Forestry,2006-12-01,33.7207,-116.21677,15.621596388353304,-110.39502734477757,325
423,deliver leading-edge portals,Core Sience Systems,Botany,1994-06-20,44.27804,-88.27205,38.98219454604477,-82.55431262407829,39
424,unleash out-of-the-box e-commerce,Regional Offices,Geochemistry,2007-06-16,47.80527,-122.24064,33.09460082229605,-114.6911567332271,56
425,strategize ubiquitous portals,Regional Offices,Geochemistry,1970-07-03,45.53929,-122.38731,36.332960683683076,-115.39764308667179,31
426,embrace cutting-edge e-commerce,Environmental Health,Land Use Change,1998-04-19,37.71715,-122.40433,21.21585232925014,-109.47983974381702,209
427,facilitate cross-media architectures,Natural Hazards,Energy Resources,1996-04-01,46.32374,-120.00865,28.199906514622242,-104.57043577100997,444
428,drive leading-edge action-items,Core Sience Systems,Environmental Health,1983-04-14,40.65995,-111.99633,27.124767722383414,-101.09608365823227,80
429,monetize back-end relationships,Environmental Health,Land Use Change,2013-11-20,41.50343,-74.01042,25.460948023993367,-55.039675143231946,69
430,reinvent clicks-and-mortar networks,Regional Offices,Mineral Resources,1992-09-17,36.20829,-115.98391,29.78591021382683,-103.09201385055673,126
431,strategize strategic supply-chains,Energy and Minerals,Hydrology,2004-01-13,31.76212,-95.63079,19.84208055257594,-78.6552643728025,485
